accept_if_top1_prob_at_least,coverage,reject_ratio,accepted_top1_acc,accepted_top3_acc,accepted_mean_top1_prob,accepted_mean_top1_top2_margin
0.3,0.22792792792792793,0.7720720720720721,0.4105731225296443,0.7164031620553359,0.5335683803202793,0.36982847605318836
0.4,0.14301801801801803,0.8569819819819819,0.4692913385826772,0.752755905511811,0.6470157723408535,0.499753162197163
0.5,0.10641891891891891,0.893581081081081,0.49206349206349204,0.7671957671957672,0.7160518127299487,0.5871910382327608
